#,,"generated_by='OpenQuake engine 3.11.5', start_date='2022-09-29T17:52:19', checksum=3422477514"
site_id,event_id,gmv_PGA
619,0,4.53903E-02
620,0,4.12876E-02
621,0,2.68719E-02
622,0,3.76476E-02
623,0,7.66987E-02
624,0,1.75421E-01
625,0,2.36968E-03
626,0,6.54977E-03
627,0,1.68434E-02
628,0,3.53929E-02
629,0,6.89552E-02
630,0,3.76413E-02
631,0,3.29678E-01
632,0,4.30888E-03
633,0,1.69768E-02
634,0,1.32790E-03
635,0,3.59815E-03
636,0,1.73986E-01
637,0,2.10665E-03
638,0,5.05229E-03
639,0,8.71952E-03
640,0,9.17986E-04
641,0,1.01650E-02
642,0,5.82454E-02
643,0,1.59781E-02
644,0,4.68036E-03
645,0,1.14663E-02
646,0,1.79217E-02
647,0,2.93062E-02
648,0,7.44631E-03
649,0,5.43791E-02
650,0,6.61089E-02
651,0,5.22559E-02
652,0,3.86317E-02
653,0,2.25022E-01
654,0,1.64372E-01
655,0,5.27702E-03
656,0,1.30201E-01
657,0,3.27744E-02
658,0,3.56435E-02
659,0,1.99739E-01
660,0,6.31858E-02
661,0,1.80885E-02
662,0,2.28217E-02
663,0,2.74131E-03
664,0,5.88417E-03
665,0,1.93576E-02
666,0,1.82724E-03
667,0,1.65039E-03
668,0,6.30432E-02
669,0,1.28650E-01
670,0,1.55252E-03
671,0,4.94686E-02
672,0,2.50117E-02
673,0,1.48018E-01
674,0,4.51247E-03
675,0,3.30598E-01
676,0,3.46388E-03
677,0,3.08342E-03
678,0,4.10914E-02
679,0,2.31810E-02
680,0,1.43386E-02
681,0,6.03865E-03
682,0,7.21739E-02
683,0,8.40505E-03
684,0,9.15297E-02
685,0,5.82895E-02
686,0,7.39588E-03
687,0,5.02235E-02
688,0,1.03073E-01
689,0,2.24464E-03
690,0,2.79591E-02
691,0,7.97217E-02
692,0,1.03500E-01
693,0,3.20793E-03
694,0,1.80768E-03
695,0,4.76285E-03
696,0,5.35666E-03
697,0,5.24520E-03
698,0,3.19091E-03
699,0,8.59570E-02
700,0,4.16177E-03
701,0,1.94247E-03
702,0,2.04349E-02
703,0,8.77014E-02
704,0,4.10061E-03
705,0,1.61368E-02
706,0,1.00077E-01
707,0,4.10292E-02
708,0,5.43136E-02
709,0,2.22482E-02
710,0,1.89633E-02
711,0,3.95824E-03
712,0,7.19076E-02
713,0,1.56445E-02
714,0,5.40959E-02
715,0,3.31304E-01
716,0,5.47516E-02
717,0,1.12388E-02
718,0,3.83056E-03
719,0,5.04984E-02
720,0,1.48672E-02
721,0,2.62197E-02
722,0,2.34685E-03
723,0,1.06540E-02
724,0,3.78125E-02
725,0,8.58257E-02
726,0,9.91319E-03
727,0,7.24530E-03
728,0,3.14734E-03
729,0,6.58097E-03
730,0,1.58692E-03
731,0,1.84277E-02
732,0,8.66851E-03
733,0,4.14274E-02
734,0,2.16300E-02
735,0,2.23081E-01
736,0,6.86392E-02
737,0,5.41585E-02
738,0,3.87416E-02
739,0,2.17361E-03
740,0,1.36745E-02
741,0,1.12805E-02
742,0,2.36252E-01
743,0,5.88439E-03
744,0,6.41507E-03
745,0,5.81207E-03
746,0,4.47415E-03
747,0,1.30371E-01
748,0,1.21404E-01
749,0,2.20138E-01
750,0,3.40754E-03
751,0,2.51324E-01
752,0,5.27299E-03
753,0,1.26051E-02
754,0,8.43417E-02
755,0,3.09310E-02
756,0,1.22135E-02
757,0,1.18716E-02
758,0,3.30450E-02
759,0,2.92555E-01
760,0,2.09456E-02
761,0,2.33382E-03
762,0,6.45339E-02
763,0,3.05793E-02
764,0,4.51589E-03
765,0,2.85247E-02
766,0,4.45188E-03
767,0,1.19348E-02
768,0,2.90519E-02
769,0,3.98146E-02
770,0,7.25365E-02
771,0,2.22511E-02
772,0,8.67720E-02
773,0,5.32313E-02
774,0,8.99352E-03
775,0,2.29403E-03
776,0,1.98188E-03
777,0,9.21286E-03
778,0,1.07889E-02
779,0,1.56600E-02
780,0,1.39150E-01
781,0,4.93942E-03
782,0,5.84929E-03
783,0,5.72224E-03
784,0,1.08214E-02
785,0,3.98738E-01
786,0,2.05642E-01
787,0,2.08234E-02
788,0,4.21816E-03
789,0,1.39555E-01
790,0,3.36300E-03
791,0,1.05965E-02
792,0,3.05550E-02
793,0,1.39062E-01
794,0,1.12096E-03
795,0,8.52453E-02
796,0,1.57810E-02
797,0,4.95458E-03
798,0,4.83668E-03
799,0,6.41719E-02
800,0,1.71261E-02
801,0,7.81582E-03
802,0,2.01586E-01
803,0,6.12815E-03
804,0,6.79565E-02
805,0,3.84247E-02
806,0,8.37756E-03
807,0,1.68056E-01
808,0,1.00118E-01
809,0,4.09509E-02
810,0,1.52242E-01
811,0,1.85472E-02
812,0,4.03986E-03
813,0,7.86383E-02
814,0,2.21317E-01
815,0,1.77883E-01
816,0,6.72711E-02
817,0,5.30717E-02
818,0,2.94447E-03
819,0,1.42744E-01
820,0,9.32042E-03
821,0,2.70276E-03
822,0,1.42314E-01
823,0,1.52919E-01
824,0,4.76740E-03
825,0,4.15761E-01
826,0,8.39191E-03
827,0,2.55102E-03
828,0,6.05477E-02
829,0,3.76006E-03
830,0,4.58486E-02
831,0,3.01186E-02
832,0,1.48917E-03
833,0,2.67213E-03
834,0,9.99072E-02
835,0,7.43488E-03
836,0,7.84811E-02
837,0,4.88450E-03
838,0,5.53275E-02
839,0,5.78934E-02
840,0,1.20614E-02
841,0,9.07651E-03
842,0,3.85268E-03
843,0,9.43064E-03
844,0,3.42963E-03
845,0,1.57171E-02
846,0,6.29513E-03
847,0,1.93299E-01
848,0,9.01157E-02
849,0,5.87011E-03
850,0,3.03123E-02
851,0,3.87354E-02
852,0,2.61489E-03
853,0,1.22770E-02
854,0,3.91395E-03
855,0,2.09532E-03
856,0,5.36982E-02
857,0,7.77913E-03
858,0,3.02145E-03
859,0,1.84363E-03
860,0,1.16814E-01
861,0,2.47702E-03
862,0,1.08515E-02
863,0,4.01851E-03
864,0,2.62656E-03
865,0,2.36684E-02
866,0,6.33242E-03
867,0,3.99204E-03
868,0,1.83828E-02
869,0,3.22147E-02
870,0,2.41575E-03
871,0,7.35277E-03
872,0,4.48635E-03
873,0,2.40334E-02
874,0,1.69885E-02
875,0,3.26837E-03
876,0,5.71411E-02
877,0,1.29888E-01
878,0,6.81550E-03
879,0,7.05467E-03
880,0,1.18550E-01
881,0,4.35358E-02
882,0,5.54491E-02
883,0,1.52087E-03
884,0,2.92967E-01
885,0,2.79489E-03
886,0,6.59074E-03
887,0,3.48935E-03
888,0,8.02481E-03
889,0,1.20327E-02
890,0,1.08564E-02
891,0,1.75316E-02
892,0,1.39852E-02
893,0,5.19915E-03
894,0,8.49795E-02
895,0,2.34197E-03
896,0,1.19336E-01
897,0,1.35766E-02
898,0,6.07806E-03
899,0,6.07160E-02
900,0,1.73478E-03
901,0,3.85719E-02
902,0,6.74986E-03
903,0,5.28835E-02
904,0,1.13382E-02
905,0,8.95111E-02
906,0,9.41971E-03
907,0,2.09587E-02
908,0,4.72049E-03
909,0,5.36436E-03
910,0,3.68364E-03
911,0,9.93918E-03
912,0,2.19533E-01
913,0,1.48653E-02
914,0,6.11575E-03
915,0,3.38013E-03
916,0,2.17178E-02
917,0,4.70230E-01
918,0,7.32456E-02
919,0,8.49292E-03
920,0,4.48228E-02
921,0,8.92949E-03
922,0,1.71702E-01
923,0,5.35415E-02
924,0,1.64833E-01
925,0,6.07935E-03
926,0,3.06406E-03
927,0,8.39980E-03
928,0,5.27806E-02
929,0,1.97562E-03
930,0,3.59354E-02
931,0,9.88712E-03
932,0,3.91799E-02
933,0,1.59924E-02
934,0,3.10294E-03
935,0,3.95421E-03
936,0,5.14330E-02
937,0,5.61036E-02
938,0,4.48342E-02
939,0,6.45194E-03
940,0,5.16382E-03
941,0,1.60117E-02
942,0,1.00352E-02
943,0,2.38578E-01
944,0,2.78101E-03
945,0,4.07739E-03
946,0,2.62454E-03
947,0,1.29440E-01
948,0,7.92058E-03
949,0,4.99804E-03
950,0,1.68249E-02
951,0,5.33230E-03
952,0,1.78641E-03
953,0,2.59215E-01
954,0,1.87739E-02
955,0,1.15177E-02
956,0,7.82205E-03
957,0,2.33674E-03
958,0,3.55114E-03
959,0,4.16635E-03
960,0,1.51147E-03
961,0,4.23780E-03
962,0,1.26687E-02
963,0,1.97290E-02
964,0,8.06868E-03
965,0,1.39249E-01
966,0,2.09003E-01
967,0,7.54540E-03
968,0,4.00303E-02
969,0,1.77840E-01
970,0,8.44930E-03
971,0,7.26501E-03
972,0,5.56205E-03
973,0,1.91360E-02
974,0,2.29000E-03
975,0,7.29129E-02
976,0,2.15186E-02
977,0,2.39224E-03
978,0,1.33491E-01
979,0,9.86791E-03
980,0,4.18505E-03
981,0,2.00512E-01
982,0,6.26492E-03
983,0,1.13525E-02
984,0,4.40078E-02
985,0,1.64971E-02
986,0,1.59248E-02
987,0,3.16616E-03
988,0,3.55105E-02
989,0,5.92075E-02
990,0,5.20491E-03
991,0,9.38925E-03
992,0,1.19999E-01
993,0,1.34417E-01
994,0,1.48964E-01
995,0,2.95667E-03
996,0,2.28926E-01
997,0,2.95791E-03
998,0,1.25660E-01
999,0,6.57175E-03
1000,0,1.09023E-01
1001,0,9.57179E-02
1002,0,2.66963E-02
1003,0,1.09617E-02
1004,0,1.85054E-01
1005,0,6.95039E-02
1006,0,2.25504E-01
1007,0,8.06826E-02
1008,0,2.64549E-03
1009,0,1.80357E-01
1010,0,7.38505E-03
1011,0,2.48631E-02
1012,0,3.13594E-02
1013,0,2.55946E-03
1014,0,7.34194E-02
1015,0,1.81354E-02
1016,0,7.45422E-03
1017,0,7.31220E-03
1018,0,2.08692E-02
1019,0,5.94511E-03
1020,0,4.11688E-03
1021,0,3.40584E-03
1022,0,4.27412E-01
1023,0,7.63431E-02
1024,0,4.68706E-01
1025,0,2.13895E-02
1026,0,1.73605E-01
1027,0,5.07848E-03
1028,0,1.21864E-02
1029,0,1.52429E-02
1030,0,5.55014E-03
1031,0,1.40798E-02
1032,0,4.82036E-03
1033,0,8.01154E-02
1034,0,1.30110E-02
1035,0,4.98322E-02
1036,0,1.28214E-02
1037,0,2.35137E-01
1038,0,4.17628E-03
1039,0,9.11317E-03
1040,0,6.63955E-02
1041,0,1.20454E-01
1042,0,4.40360E-02
1043,0,1.29298E-02
1044,0,1.04253E-02
1045,0,7.40149E-03
1046,0,3.45285E-03
1047,0,5.33410E-03
1048,0,2.74013E-02
1049,0,4.79373E-03
1050,0,9.04976E-02
1051,0,1.24692E-02
1052,0,6.65052E-02
1053,0,7.32460E-03
1054,0,6.22766E-01
1055,0,8.87551E-03
1056,0,2.23835E-02
1057,0,4.10241E-03
1058,0,5.99064E-03
1059,0,6.62964E-03
1060,0,1.12318E-02
1061,0,6.27250E-02
1062,0,2.84265E-01
1063,0,1.30217E-01
1064,0,4.03022E-03
1065,0,1.40222E-02
1066,0,1.76037E-02
1067,0,8.72725E-02
1068,0,3.49182E-03
1069,0,3.98853E-03
1070,0,1.04880E-02
1071,0,2.02996E-03
1072,0,1.66958E-03
1073,0,1.23026E-02
1074,0,3.30842E-01
1075,0,6.95959E-02
1076,0,7.71863E-03
1077,0,2.11960E-02
1078,0,4.87464E-03
1079,0,9.72652E-02
1080,0,3.29316E-02
1081,0,2.72046E-03
1082,0,2.31910E-03
1083,0,2.71557E-01
1084,0,1.34066E-02
1085,0,3.83543E-02
1086,0,5.21360E-02
1087,0,1.22658E-02
1088,0,2.55742E-01
1089,0,3.03199E-02
1090,0,3.85267E-01
1091,0,2.19927E-01
1092,0,7.55668E-03
1093,0,5.74380E-03
1094,0,1.17166E-02
1095,0,1.37143E-02
1096,0,7.09474E-03
1097,0,5.84518E-03
1098,0,3.33098E-02
1099,0,3.30792E-03
1100,0,3.17141E-02
1101,0,5.58722E-02
1102,0,5.53528E-03
1103,0,1.28505E-02
1104,0,6.02728E-01
1105,0,4.21750E-02
1106,0,1.11625E-02
1107,0,7.73581E-03
1108,0,5.46777E-03
1109,0,2.68555E-03
1110,0,1.97117E-02
1111,0,1.26434E-02
1112,0,3.71932E-02
1113,0,5.36082E-03
1114,0,3.66350E-02
1115,0,1.41128E-01
1116,0,1.41551E-02
1117,0,3.61539E-01
1118,0,1.11493E-02
1119,0,3.11181E-03
1120,0,7.54193E-03
1121,0,1.06068E-02
1122,0,1.98278E-02
1123,0,7.31256E-03
1124,0,2.87960E-02
1125,0,2.44272E-02
1126,0,5.63066E-03
1127,0,4.85180E-02
1128,0,2.10545E-03
1129,0,2.74606E-02
1130,0,1.73820E-01
1131,0,1.45548E-02
1132,0,5.82136E-03
