#,,"generated_by='OpenQuake engine 3.11.5', start_date='2022-09-29T17:52:19', checksum=3422477514" 
site_id,event_id,gmv_PGA 
6704,0,1.38814E-03
6705,0,1.47638E-03
6706,0,2.57212E-02
6707,0,1.27881E-03
6708,0,6.34288E-02
6709,0,4.98724E-02
6710,0,2.34698E-03
6711,0,1.15112E-03
6712,0,1.33864E-02
6713,0,1.78909E-02
6714,0,9.21290E-02
6715,0,2.38160E-03
6716,0,4.70337E-04
6717,0,2.30930E-03
6718,0,7.11606E-04
6719,0,4.69181E-03
6720,0,2.66769E-02
6721,0,6.83773E-02
6722,0,3.10730E-02
6723,0,3.32597E-02
6724,0,2.64598E-03
6725,0,6.55859E-02
6726,0,2.69428E-02
6727,0,2.07206E-02
6728,0,1.44548E-02
6729,0,2.58364E-03
6730,0,5.71879E-03
6731,0,1.38878E-03
6732,0,1.44933E-01
6733,0,8.06335E-04
6734,0,3.20693E-03
6735,0,1.17593E-03
6736,0,1.34695E-02
6737,0,2.95629E-03
6738,0,1.63218E-03
6739,0,7.57319E-03
6740,0,1.09113E-03
6741,0,4.82275E-02
6742,0,1.01401E-02
6743,0,8.08832E-02
6744,0,2.84712E-02
6745,0,1.28415E-02
6746,0,5.92350E-03
6747,0,4.48838E-04
6748,0,3.09671E-01
6749,0,7.80918E-03
6750,0,1.29711E-02
6751,0,9.97624E-04
6752,0,4.35216E-03
6753,0,1.50339E-03
6754,0,1.89374E-02
6755,0,2.08681E-03
6756,0,5.26875E-03
6757,0,3.97725E-03
6758,0,6.65823E-02
6759,0,7.21361E-04
6760,0,1.24193E-01
6761,0,9.16166E-03
6762,0,4.31163E-02
6763,0,9.13124E-04
6764,0,5.12592E-03
6765,0,8.56029E-03
6766,0,3.79352E-01
6767,0,1.57544E-03
6768,0,1.11417E-02
6769,0,2.97105E-02
6770,0,2.24206E-03
6771,0,1.99430E-02
6772,0,6.34638E-03
6773,0,2.92673E-03
6774,0,1.87632E-03
6775,0,1.24771E-02
6776,0,5.01344E-02
6777,0,2.31901E-02
6778,0,4.82021E-02
6779,0,4.54520E-03
6780,0,7.90031E-03
6781,0,1.04215E-02
6782,0,6.45604E-02
6783,0,7.82557E-03
6784,0,2.92119E-02
6785,0,8.23182E-03
6786,0,2.62133E-03
6787,0,7.30104E-03
6788,0,1.54767E-03
6789,0,1.83965E-03
6790,0,1.67961E-03
6791,0,1.65628E-03
6792,0,1.22736E-02
6793,0,2.80136E-03
6794,0,1.24294E-03
6795,0,2.08821E-03
6796,0,2.09594E-02
6797,0,9.59762E-03
6798,0,6.99176E-03
6799,0,9.16819E-03
6800,0,4.31363E-04
6801,0,4.22803E-04
6802,0,6.46362E-03
6803,0,1.06659E-02
6804,0,1.98865E-02
6805,0,4.53262E-03
6806,0,6.61427E-03
6807,0,2.10240E-03
6808,0,4.04924E-03
6809,0,1.75293E-02
6810,0,8.85766E-02
6811,0,6.43004E-04
6812,0,7.15637E-04
6813,0,3.18719E-01
6814,0,1.64802E-02
6815,0,1.92649E-03
6816,0,3.72053E-02
6817,0,1.57872E-02
6818,0,5.11047E-02
6819,0,2.12971E-02
6820,0,5.78285E-02
6821,0,1.01857E-03
6822,0,3.43410E-02
6823,0,1.52220E-01
6824,0,8.52238E-02
6825,0,1.32284E-02
6826,0,2.29466E-03
6827,0,5.18232E-03
6828,0,3.48630E-02
6829,0,3.88871E-03
6830,0,1.48818E-02
6831,0,2.72355E-03
6832,0,2.07723E-03
6833,0,4.54135E-02
6834,0,1.45279E-02
6835,0,3.00965E-03
6836,0,1.78107E-03
6837,0,1.53043E-03
6838,0,9.80667E-03
6839,0,6.59327E-03
6840,0,7.31525E-03
6841,0,1.98022E-03
6842,0,4.32218E-04
6843,0,7.18242E-04
6844,0,3.05010E-03
6845,0,1.69635E-02
6846,0,1.96601E-03
6847,0,2.16715E-02
6848,0,2.43763E-03
6849,0,1.50650E-03
6850,0,2.56386E-02
6851,0,4.74213E-03
6852,0,1.00685E-02
6853,0,8.17005E-03
6854,0,2.73620E-04
6855,0,6.23988E-02
6856,0,3.80800E-03
6857,0,2.41461E-03
6858,0,1.19998E-02
6859,0,5.94936E-03
6860,0,1.77893E-03
6861,0,5.37890E-02
6862,0,4.93534E-01
6863,0,4.20266E-02
6864,0,1.74925E-02
6865,0,7.75683E-03
6866,0,1.03547E-03
6867,0,2.34782E-03
6868,0,5.59220E-03
6869,0,5.32734E-01
6870,0,2.28941E-03
6871,0,5.22803E-03
6872,0,2.92730E-03
6873,0,1.03980E-03
6874,0,3.07435E-02
6875,0,5.39714E-03
6876,0,5.27184E-03
6877,0,2.76438E-02
6878,0,5.02786E-03
6879,0,9.23326E-03
6880,0,1.90160E-02
6881,0,4.20457E-03
6882,0,1.24997E-03
6883,0,2.11069E-03
6884,0,1.42267E-02
6885,0,2.55468E-03
6886,0,1.54360E-03
6887,0,3.49930E-03
6888,0,5.26767E-03
6889,0,5.17683E-03
6890,0,7.72001E-04
6891,0,4.63976E-02
6892,0,2.71255E-03
6893,0,2.74970E-02
6894,0,1.15210E-03
6895,0,1.89473E-03
6896,0,1.83322E-03
6897,0,9.71863E-04
6898,0,2.08167E-03
6899,0,7.60568E-04
6900,0,4.87696E-03
6901,0,6.17561E-02
6902,0,1.98728E-03
6903,0,1.67851E-01
6904,0,6.44377E-03
6905,0,1.71238E-03
6906,0,2.62034E-02
6907,0,8.20736E-03
6908,0,2.37216E-02
6909,0,1.19828E-03
6910,0,8.44721E-04
6911,0,4.85438E-02
6912,0,2.21985E-03
6913,0,2.42973E-03
6914,0,1.02222E-03
6915,0,2.55150E-03
6916,0,1.24801E-03
6917,0,2.16095E-02
6918,0,1.75040E-03
6919,0,2.49974E-03
6920,0,2.58900E-02
6921,0,1.91494E-02
6922,0,1.20044E-03
6923,0,2.19180E-03
6924,0,1.85736E-03
6925,0,3.69143E-03
6926,0,1.74042E-03
6927,0,2.32330E-02
6928,0,1.59386E-03
6929,0,5.71626E-03
6930,0,1.42939E-02
6931,0,8.36627E-04
6932,0,6.88813E-02
6933,0,7.08587E-02
6934,0,1.88706E-02
6935,0,1.11469E-03
6936,0,1.48171E-01
6937,0,1.53682E-03
6938,0,1.28789E-03
6939,0,6.34523E-04
6940,0,1.93069E-03
6941,0,9.15519E-03
6942,0,1.40464E-01
6943,0,1.46329E-03
6944,0,1.97600E-02
6945,0,1.41615E-02
6946,0,1.72872E-03
6947,0,1.83034E-03
6948,0,9.97130E-03
6949,0,5.30992E-02
6950,0,5.40787E-03
6951,0,1.50133E-02
6952,0,2.68044E-02
6953,0,5.75958E-04
6954,0,1.50373E-01
6955,0,5.23778E-03
6956,0,1.15512E-02
6957,0,5.87412E-03
6958,0,6.52623E-03
6959,0,6.12182E-03
6960,0,1.49485E-03
6961,0,7.48472E-04
6962,0,2.49353E-03
6963,0,3.90963E-03
6964,0,3.87086E-03
6965,0,3.50807E-02
6966,0,6.86866E-03
6967,0,1.11184E-02
6968,0,5.58898E-03
6969,0,1.00393E-03
6970,0,9.66488E-03
6971,0,4.95622E-03
6972,0,1.28252E-02
6973,0,8.50205E-04
6974,0,6.27423E-03
6975,0,1.18610E-03
6976,0,2.58242E-02
6977,0,1.52192E-02
6978,0,5.75769E-03
6979,0,9.49858E-04
6980,0,3.89850E-03
6981,0,4.32714E-03
6982,0,1.06628E-02
6983,0,9.75378E-03
6984,0,7.37682E-03
6985,0,1.11359E-01
6986,0,1.37487E-02
6987,0,1.72846E-02
6988,0,4.90685E-03
6989,0,7.31340E-04
6990,0,8.03293E-03
6991,0,1.62829E-02
6992,0,7.50381E-03
6993,0,1.81181E-02
6994,0,1.79403E-02
6995,0,6.53204E-02
6996,0,6.59355E-03
6997,0,2.79674E-01
6998,0,1.72500E-02
6999,0,3.15806E-02
7000,0,3.07005E-04
7001,0,6.75998E-04
7002,0,3.70402E-03
7003,0,1.49610E-01
7004,0,2.23199E-02
7005,0,9.18818E-04
7006,0,1.51362E-03
7007,0,1.77238E-03
7008,0,5.93126E-04
7009,0,2.73341E-03
7010,0,2.28483E-03
7011,0,2.58755E-03
7012,0,5.93158E-03
7013,0,8.25900E-03
7014,0,2.78777E-03
7015,0,2.56833E-03
7016,0,3.25965E-03
7017,0,7.35377E-03
7018,0,1.29182E-03
7019,0,6.89352E-03
7020,0,9.50940E-04
7021,0,8.25025E-03
7022,0,3.77409E-03
7023,0,1.02277E-01
7024,0,1.22684E-02
7025,0,9.79462E-04
7026,0,7.62801E-03
7027,0,9.14125E-02
7028,0,3.02316E-03
7029,0,5.79937E-03
7030,0,1.47209E-01
7031,0,8.80599E-03
7032,0,2.23237E-03
7033,0,2.33708E-03
7034,0,2.29507E-03
7035,0,7.41692E-02
7036,0,8.90463E-04
7037,0,7.67858E-03
7038,0,3.65703E-03
7039,0,4.19331E-03
7040,0,2.20561E-03
7041,0,4.75788E-02
7042,0,2.87875E-02
7043,0,8.27104E-04
7044,0,7.26989E-03
7045,0,1.87164E-03
7046,0,2.88408E-03
7047,0,7.64908E-03
7048,0,1.90481E-02
7049,0,1.37258E-01
7050,0,1.86074E-03
7051,0,1.82420E-03
7052,0,1.49551E-01
7053,0,1.09841E-02
7054,0,1.15778E-03
7055,0,4.86524E-04
7056,0,3.04353E-01
7057,0,1.12000E-03
7058,0,1.12723E-01
7059,0,7.59312E-03
7060,0,1.57428E-02
7061,0,1.15954E-03
7062,0,3.36948E-03
7063,0,5.13196E-03
7064,0,1.72157E-03
7065,0,1.13689E-02
7066,0,1.30122E-02
7067,0,1.09105E-03
7068,0,1.93407E-03
7069,0,2.32332E-03
7070,0,3.51831E-03
7071,0,4.70734E-03
7072,0,1.62949E-03
7073,0,6.95347E-02
7074,0,1.53172E-02
7075,0,6.88189E-03
7076,0,2.09143E-03
7077,0,2.16330E-02
7078,0,3.39391E-03
7079,0,1.01336E-02
7080,0,8.26895E-04
7081,0,3.08648E-02
7082,0,1.42105E-03
7083,0,4.44572E-03
7084,0,5.87478E-02
7085,0,1.19455E-03
7086,0,1.51603E-03
7087,0,3.39345E-03
7088,0,8.59954E-04
7089,0,8.04696E-04
7090,0,3.91450E-04
7091,0,2.52418E-02
7092,0,1.85704E-02
7093,0,6.43948E-04
7094,0,2.59211E-03
7095,0,4.28679E-03
7096,0,2.25673E-02
7097,0,4.43494E-02
7098,0,7.46855E-03
7099,0,8.89427E-03
7100,0,9.52858E-04
7101,0,1.06153E-03
7102,0,5.12629E-01
7103,0,2.02713E-03
7104,0,1.47071E-02
7105,0,2.33650E-03
7106,0,1.44274E-03
7107,0,8.48327E-03
7108,0,1.80007E-02
7109,0,3.32101E-03
7110,0,3.83528E-03
7111,0,1.61494E-02
7112,0,8.40655E-03
7113,0,8.98977E-03
7114,0,1.63965E-02
7115,0,2.60341E-01
7116,0,3.31035E-02
7117,0,3.20359E-03
7118,0,3.65164E-02
7119,0,9.18054E-04
7120,0,3.49502E-01
7121,0,1.22250E-03
7122,0,2.78569E-03
7123,0,2.36025E-03
7124,0,2.43980E-03
7125,0,8.63171E-03
7126,0,9.45656E-03
7127,0,1.19050E-02
7128,0,1.47949E-01
7129,0,3.66107E-02
7130,0,6.14662E-02
7131,0,1.10130E-03
7132,0,4.85772E-03
7133,0,7.88006E-02
7134,0,4.90735E-03
7135,0,5.41858E-03
7136,0,1.03498E-02
7137,0,5.10968E-02
7138,0,1.49329E-03
7139,0,3.57944E-02
7140,0,2.65504E-02
7141,0,3.25065E-03
7142,0,5.15267E-02
7143,0,9.19100E-04
7144,0,8.76751E-03
7145,0,1.71042E-02
7146,0,2.41790E-02
7147,0,2.23509E-03
7148,0,8.43039E-04
7149,0,4.25834E-03
7150,0,1.38535E-01
7151,0,4.73501E-04
7152,0,9.28740E-03
7153,0,4.00984E-01
7154,0,7.18686E-04
7155,0,2.85263E-03
7156,0,8.10949E-04
7157,0,3.58671E-03
7158,0,2.89435E-03
7159,0,5.00200E-02
7160,0,1.64288E-02
7161,0,8.79550E-03
7162,0,5.55448E-02
7163,0,5.77979E-03
7164,0,5.56455E-03
7165,0,3.89881E-02
7166,0,5.97414E-03
7167,0,2.44989E-02
7168,0,2.05077E-02
7169,0,8.79950E-03
7170,0,1.65551E-03
7171,0,2.14854E-02
7172,0,1.76486E-03
7173,0,5.19766E-03
7174,0,2.87492E-02
7175,0,7.81686E-03
7176,0,3.25069E-02
7177,0,4.74858E-03
7178,0,1.00133E-03
7179,0,1.02180E-02
7180,0,3.39999E-03
7181,0,1.78871E-03
7182,0,5.58370E-02
7183,0,2.10775E-03
7184,0,1.75641E-03
7185,0,6.33402E-03
7186,0,1.25867E-02
7187,0,7.18288E-04
7188,0,3.00969E-03
7189,0,1.27067E-03
7190,0,4.03283E-03
7191,0,6.62805E-03
7192,0,5.15039E-02
7193,0,1.06158E-02
7194,0,7.47826E-03
7195,0,1.99666E-02
7196,0,3.35413E-03
7197,0,4.23657E-02
7198,0,6.08096E-03
7199,0,9.71381E-02
7200,0,3.21415E-03
7201,0,7.94426E-03
7202,0,4.25479E-03
7203,0,4.34774E-04
7204,0,1.90383E-01
7205,0,8.84388E-03
7206,0,1.93604E-03
7207,0,5.22371E-03
7208,0,8.44691E-04
7209,0,1.96191E-02
7210,0,1.46512E-03
7211,0,7.63321E-04
7212,0,3.65645E-03
7213,0,1.00196E-03
7214,0,6.84997E-04
7215,0,2.87134E-02
7216,0,5.64961E-03
7217,0,1.60432E-01
7218,0,2.57326E-03
7219,0,1.18844E-02
7220,0,4.47757E-03
7221,0,9.17800E-03
7222,0,4.02104E-03
7223,0,2.89353E-03
7224,0,1.02345E-02
7225,0,4.50333E-03
7226,0,1.31708E-02
7227,0,8.79841E-02
7228,0,1.14534E-02
7229,0,1.54634E-01
7230,0,8.72250E-04
7231,0,7.82180E-04
7232,0,2.14920E-03
7233,0,2.84996E-03
7234,0,1.65954E-02
7235,0,9.32107E-04
7236,0,5.10425E-03
7237,0,1.45750E-01
7238,0,6.04716E-03
7239,0,3.37417E-02
7240,0,4.44164E-03
7241,0,1.34272E-02
7242,0,9.75348E-03
7243,0,3.65528E-03
7244,0,7.24295E-03
7245,0,1.57393E-03
7246,0,4.79128E-03
7247,0,3.66040E-03
7248,0,1.86765E-03
7249,0,1.65777E-02
7250,0,2.63229E-01
7251,0,2.13003E-03
7252,0,2.82252E-03
7253,0,1.76132E-03
7254,0,4.75670E-02
7255,0,1.99830E-03
7256,0,4.76286E-04
7257,0,1.09874E-03
7258,0,3.61397E-03
7259,0,1.62764E-02
7260,0,2.04648E-02
7261,0,6.44396E-03
7262,0,2.53352E-01
7263,0,2.50737E-03
7264,0,2.79158E-03
7265,0,1.55419E-03
7266,0,3.01108E-02
7267,0,4.14575E-03
7268,0,2.34156E-02
7269,0,2.52104E-02
7270,0,6.99440E-03
7271,0,2.68853E-02
7272,0,1.99226E-02
7273,0,1.17725E-03
7274,0,9.38244E-03
7275,0,1.84656E-03
7276,0,2.05310E-03
7277,0,2.98794E-03
7278,0,4.77567E-02
7279,0,1.88263E-01
7280,0,2.08674E-02
7281,0,1.79078E-03
7282,0,2.55295E-03
7283,0,1.20830E-02
7284,0,5.57076E-02
7285,0,7.57703E-03
7286,0,1.38114E-03
7287,0,2.49085E-03
7288,0,2.79108E-02
7289,0,1.22317E-01
7290,0,1.73659E-01
7291,0,4.38988E-02
7292,0,7.61397E-02
7293,0,2.48734E-03
7294,0,1.12380E-03
7295,0,2.71257E-03
7296,0,2.61947E-02
7297,0,7.10964E-03
7298,0,4.42753E-02
7299,0,1.79506E-02
7300,0,7.82871E-04
7301,0,2.92462E-03
7302,0,7.93593E-04
7303,0,4.98088E-03
7304,0,4.30347E-04
7305,0,3.91701E-03
7306,0,6.39348E-03
7307,0,8.71668E-03
7308,0,2.67666E-02
7309,0,6.01445E-04
7310,0,2.35182E-03
7311,0,4.46547E-02
7312,0,1.74375E-03
7313,0,3.20787E-02
7314,0,5.00772E-03
7315,0,1.23814E-01
7316,0,1.15867E-03
7317,0,2.43581E-01
7318,0,8.70321E-04
7319,0,3.92745E-02
7320,0,7.40869E-02
7321,0,1.05077E-03
7322,0,7.42483E-02
7323,0,2.28772E-01
7324,0,5.85532E-04
7325,0,8.63332E-03
7326,0,6.22063E-03
7327,0,5.26110E-02
7328,0,5.32095E-04
7329,0,1.89826E-03
7330,0,3.67018E-02
7331,0,1.65250E-01
7332,0,2.88515E-02
7333,0,2.66555E-03
7334,0,1.45003E-01
7335,0,2.71605E-02
7336,0,7.26765E-03
7337,0,1.24280E-02
7338,0,3.69904E-02
7339,0,1.29771E-02
7340,0,1.07128E-02
7341,0,4.62887E-03
7342,0,1.85280E-03
7343,0,1.19345E-03
7344,0,1.22783E-01
7345,0,5.20584E-03
7346,0,2.50572E-02
7347,0,1.10924E-03
7348,0,2.66742E-02
7349,0,3.94124E-02
7350,0,1.24560E-03
7351,0,7.71878E-03
7352,0,1.29886E-02
7353,0,1.41039E-02
7354,0,7.82467E-03
7355,0,9.27760E-03
7356,0,2.10788E-01
7357,0,1.64261E-02
7358,0,1.18560E-02
7359,0,5.60313E-02
7360,0,2.55862E-02
7361,0,3.82168E-03
7362,0,1.21077E-02
7363,0,1.57978E-02
7364,0,9.50404E-04
7365,0,5.48363E-03
7366,0,3.13270E-03
7367,0,4.55910E-03
7368,0,1.22018E-02
7369,0,1.39572E-01
7370,0,1.25126E-03
7371,0,1.55833E-02
7372,0,4.14333E-04
7373,0,2.32420E-02
7374,0,3.55422E-03
7375,0,1.49458E-03
7376,0,3.11058E-03
7377,0,9.92850E-03
7378,0,2.22918E-01
7379,0,4.39507E-03
7380,0,4.72151E-03
7381,0,5.28617E-03
7382,0,9.34477E-03
7383,0,8.00903E-02
7384,0,1.84163E-02
7385,0,2.04730E-03
7386,0,1.07520E-02
7387,0,3.38358E-03
7388,0,3.76462E-03
7389,0,2.54933E-03
7390,0,1.88277E-01
7391,0,4.04987E-04
7392,0,2.19974E-03
7393,0,4.15713E-03
7394,0,7.32100E-03
7395,0,4.38314E-03
7396,0,4.49221E-04
7397,0,2.83479E-01
7398,0,3.03174E-03
7399,0,3.09500E-02
7400,0,1.97369E-03
7401,0,1.09434E-01
7402,0,3.53044E-03
7403,0,3.92659E-03
7404,0,7.26486E-03
7405,0,2.26501E-02
7406,0,2.78962E-03
7407,0,1.00313E-02
7408,0,5.81467E-03
7409,0,1.63162E-01
7410,0,7.36782E-04
7411,0,1.18803E-01
7412,0,3.08675E-03
7413,0,1.67332E-01
7414,0,7.94382E-03
7415,0,6.43442E-03
7416,0,1.22607E-03
7417,0,5.72755E-02
7418,0,1.99176E-03
7419,0,1.88373E-03
7420,0,1.08628E-03
7421,0,4.78935E-03
7422,0,5.80165E-03
7423,0,1.68297E-01
7424,0,7.13038E-03
7425,0,3.09519E-03
7426,0,1.64136E-03
7427,0,2.48892E-03
7428,0,4.87388E-03
7429,0,7.30557E-03
7430,0,1.30811E-02
7431,0,7.53648E-02
7432,0,2.12490E-03
7433,0,3.71495E-03
7434,0,4.17446E-03
7435,0,4.41018E-03
7436,0,9.26189E-04
7437,0,1.22696E-01
7438,0,1.12071E-02
7439,0,1.49913E-03
7440,0,4.51524E-03
7441,0,1.11517E-02
7442,0,7.87230E-03
7443,0,1.93309E-03
7444,0,8.41646E-02
7445,0,8.52732E-02
7446,0,6.29002E-03
7447,0,3.75382E-03
7448,0,4.66792E-03
7449,0,1.24550E-03
7450,0,1.29770E-02
7451,0,6.69995E-02
7452,0,1.11198E-02
7453,0,2.07165E-02
7454,0,1.94984E-02
7455,0,7.53627E-02
7456,0,1.35054E-03
7457,0,1.48067E-02
7458,0,2.31535E-03
7459,0,7.91425E-02
7460,0,8.72509E-04
7461,0,3.74833E-02
7462,0,1.79566E-02
7463,0,1.25348E-03
7464,0,5.92816E-03
7465,0,3.10757E-02
7466,0,5.53847E-03
7467,0,4.32184E-03
7468,0,1.55556E-01
7469,0,7.49742E-04
7470,0,2.93007E-02
7471,0,6.62804E-04
7472,0,8.20745E-02
7473,0,1.06660E-03
7474,0,3.40987E-03
7475,0,8.35572E-02
7476,0,1.16996E-02
7477,0,4.84661E-03
7478,0,6.37803E-02
7479,0,3.96871E-03
7480,0,7.68960E-03
7481,0,4.18420E-04
7482,0,6.44474E-03
7483,0,1.94997E-02
7484,0,7.11335E-04
7485,0,1.13406E-03
7486,0,1.08410E-02
7487,0,1.73545E-02
7488,0,1.76931E-01
7489,0,3.20022E-01
7490,0,2.47547E-03
7491,0,8.87624E-04
7492,0,4.53544E-02
7493,0,2.35971E-02
7494,0,1.00893E-01
7495,0,4.33876E-04
7496,0,5.79675E-03
7497,0,3.57808E-01
7498,0,1.73036E-02
7499,0,1.34870E-02
7500,0,9.91474E-03
7501,0,1.65631E-02
7502,0,1.26528E-03
7503,0,8.53243E-02
7504,0,1.58693E-03
7505,0,5.02392E-03
7506,0,2.27705E-03
7507,0,1.45386E-02
7508,0,1.97434E-01
7509,0,7.05224E-03
7510,0,1.70645E-03
7511,0,3.83779E-01
7512,0,7.68631E-03
7513,0,2.92538E-03
7514,0,1.27016E-03
7515,0,7.58821E-03
7516,0,7.90586E-02
7517,0,7.29959E-04
7518,0,8.50593E-03
7519,0,8.91207E-04
7520,0,2.48343E-02
7521,0,1.96904E-01
7522,0,2.35442E-03
7523,0,2.31914E-02
7524,0,8.12736E-04
7525,0,3.30816E-03
7526,0,8.41182E-03
7527,0,1.61975E-02
7528,0,8.10442E-03
7529,0,8.38695E-04
7530,0,8.16807E-03
7531,0,1.35101E-03
7532,0,7.03528E-04
7533,0,4.73935E-03
7534,0,2.64507E-01
7535,0,2.28287E-03
7536,0,1.09575E-01
7537,0,8.76625E-03
7538,0,2.74946E-02
7539,0,2.68067E-03
7540,0,3.26944E-02
7541,0,2.96770E-04
7542,0,9.92209E-03
7543,0,3.13446E-03
7544,0,4.45952E-03
7545,0,4.98748E-04
7546,0,6.58215E-03
7547,0,3.42479E-03
7548,0,1.79460E-03
7549,0,8.95598E-03
7550,0,2.22802E-03
7551,0,5.62584E-02
7552,0,1.85177E-02
7553,0,2.38268E-03
7554,0,1.10836E-01
7555,0,8.91052E-04
7556,0,7.87355E-02
7557,0,4.33808E-03
7558,0,1.21123E-02
7559,0,5.57676E-03
7560,0,2.63596E-03
7561,0,1.04805E-02
7562,0,2.29956E-03
7563,0,1.15356E-03
7564,0,1.06890E-02
7565,0,1.39635E-02
7566,0,3.37562E-03
7567,0,1.37731E-03
7568,0,1.94654E-03
7569,0,1.54151E-03
7570,0,1.40225E-04
7571,0,1.36884E-02
7572,0,3.05050E-03
7573,0,3.57125E-02
7574,0,3.67440E-04
7575,0,1.64973E-03
7576,0,2.49584E-02
7577,0,1.13239E-01
7578,0,1.42873E-02
7579,0,5.42235E-03
7580,0,1.38136E-01
7581,0,2.15958E-03
7582,0,1.82956E-02
7583,0,1.50198E-02
7584,0,6.46463E-03
7585,0,1.60602E-01
7586,0,2.16403E-03
7587,0,1.96299E-02
7588,0,1.24227E-01
7589,0,1.62206E-02
7590,0,5.44074E-04
7591,0,2.70119E-03
7592,0,1.38146E-03
7593,0,2.95340E-03
7594,0,2.51159E-03
7595,0,2.40596E-03
7596,0,4.96622E-02
7597,0,4.77865E-04
7598,0,9.09473E-03
7599,0,5.72272E-04
7600,0,7.49599E-02
7601,0,3.37372E-03
7602,0,1.79481E-03
7603,0,1.27020E-02
7604,0,1.20021E-02
7605,0,6.69168E-03
7606,0,9.75628E-03
7607,0,8.82565E-03
7608,0,9.17654E-04
7609,0,1.10111E-02
7610,0,1.05611E-02
7611,0,5.25595E-04
7612,0,4.45893E-03
7613,0,1.99548E-02
7614,0,2.70581E-02
7615,0,8.51676E-04
7616,0,6.67454E-03
7617,0,2.65279E-01
7618,0,2.79973E-02
7619,0,3.12108E-03
7620,0,1.97630E-02
7621,0,3.04689E-02
7622,0,1.85570E-03
7623,0,1.67558E-03
7624,0,1.41336E-03
7625,0,1.83426E-02
7626,0,5.22391E-03
7627,0,1.09365E-03
7628,0,7.60884E-03
7629,0,5.20641E-03
7630,0,1.16426E-02
7631,0,7.10955E-03
7632,0,1.65220E-02
7633,0,2.57909E-01
7634,0,1.25049E-02
7635,0,9.84310E-03
7636,0,3.48985E-02
7637,0,1.49526E-02
7638,0,3.32839E-03
7639,0,1.80594E-02
7640,0,1.72438E-03
7641,0,8.70174E-04
7642,0,1.16899E-03
7643,0,3.77425E-03
7644,0,1.10041E-01
7645,0,1.45164E-03
7646,0,2.75658E-02
7647,0,1.96006E-02
7648,0,2.88948E-02
7649,0,1.47054E-02
7650,0,4.58689E-03
7651,0,3.46377E-02
7652,0,5.78774E-04
7653,0,1.82718E-02
7654,0,2.66771E-04
7655,0,1.11447E-03
7656,0,1.20620E-02
7657,0,4.50255E-03
7658,0,9.04794E-03
7659,0,6.48039E-03
7660,0,5.09558E-04
7661,0,3.80726E-03
7662,0,1.15431E-02
7663,0,3.02321E-03
7664,0,1.44031E-02
7665,0,1.38506E-02
7666,0,1.05046E-03
7667,0,4.92567E-03
7668,0,1.84967E-01
7669,0,5.46806E-03
7670,0,6.50063E-02
7671,0,8.72700E-04
7672,0,6.52607E-03
7673,0,2.33149E-03
7674,0,6.27123E-04
7675,0,4.59500E-03
7676,0,1.42664E-03
7677,0,4.62014E-01
7678,0,1.90523E-03
7679,0,7.54951E-04
7680,0,6.12304E-02
7681,0,2.25152E-03
7682,0,2.36368E-02
7683,0,8.51760E-04
7684,0,6.87256E-02
7685,0,4.27585E-03
7686,0,1.16459E-03
7687,0,1.41751E-01
7688,0,9.21527E-02
7689,0,4.38053E-03
7690,0,4.38507E-04
7691,0,2.02221E-02
7692,0,1.03834E-02
7693,0,1.00860E-01
7694,0,1.81914E-02
7695,0,3.89704E-03
7696,0,3.44116E-03
7697,0,1.02905E-03
7698,0,1.87130E-02
7699,0,1.87527E-03
7700,0,4.69021E-03
7701,0,2.80688E-03
7702,0,1.69279E-02
7703,0,3.66624E-03
7704,0,1.81832E-03
7705,0,7.77479E-03
7706,0,4.89200E-02
7707,0,2.54628E-03
7708,0,2.66886E-03
7709,0,1.32639E-03
7710,0,7.48381E-03
7711,0,2.35625E-02
7712,0,3.66812E-03
7713,0,7.75862E-03
7714,0,1.80282E-03
7715,0,1.01781E-02
7716,0,3.44820E-02
7717,0,1.60593E-03
7718,0,6.11466E-03
7719,0,8.23704E-02
7720,0,1.08135E-03
7721,0,2.23102E-02
7722,0,5.70384E-03
7723,0,4.86020E-03
7724,0,1.15920E-03
7725,0,8.66296E-05
7726,0,6.14846E-04
7727,0,6.79475E-04
7728,0,1.93407E-02
7729,0,1.36313E-02
7730,0,1.60401E-03
7731,0,1.06349E-03
7732,0,4.45234E-04
7733,0,2.90372E-04
7734,0,3.24715E-04
7735,0,8.33435E-04
7736,0,2.84668E-01
7737,0,3.68156E-03
7738,0,2.50308E-01
7739,0,1.50830E-03
7740,0,1.95692E-02
7741,0,4.32261E-04
7742,0,3.45641E-02
7743,0,2.65525E-03
7744,0,2.08700E-03
7745,0,1.26539E-02
7746,0,4.42701E-04
7747,0,5.17401E-03
7748,0,5.73956E-03
7749,0,3.95102E-02
7750,0,1.87275E-03
7751,0,1.78189E-03
7752,0,6.77938E-03
7753,0,3.31941E-03
7754,0,7.59110E-02
7755,0,8.81004E-03
7756,0,9.20383E-03
7757,0,3.69769E-03
7758,0,1.01980E-02
7759,0,2.51158E-03
7760,0,3.03736E-02
7761,0,5.71073E-03
7762,0,2.66178E-03
7763,0,4.43019E-03
7764,0,1.47399E-02
7765,0,3.87882E-02
7766,0,1.37122E-01
7767,0,1.72127E-03
7768,0,7.52024E-04
7769,0,1.03143E-02
7770,0,1.43338E-02
7771,0,1.36423E-03
7772,0,2.65843E-02
7773,0,6.66052E-04
7774,0,4.71203E-02
