site_id,lon,lat 
10310,27.54603,82.96746
10311,27.54612,84.72552
10312,27.54616,84.17441
10313,27.54624,83.15299
10314,27.54631,86.98399
10315,27.54634,83.44937
10316,27.54635,85.83004
10317,27.54642,88.04871
10318,27.54645,85.97282
10319,27.54649,83.90884
10320,27.54649,86.90461
10321,27.54650,83.81662
10322,27.54650,84.99575
10323,27.54652,85.91804
10324,27.54681,83.88722
10325,27.54698,84.56021
10326,27.54709,86.64431
10327,27.54713,84.71358
10328,27.54714,83.06812
10329,27.54716,84.16252
10330,27.54724,83.78941
10331,27.54738,84.57660
10332,27.54748,83.95127
10333,27.54750,86.10141
10334,27.54757,84.45321
10335,27.54759,85.15817
10336,27.54759,86.81590
10337,27.54763,84.78364
10338,27.54767,84.66148
10339,27.54767,87.13018
10340,27.54777,86.84805
10341,27.54779,85.65476
10342,27.54782,83.36360
10343,27.54783,87.52370
10344,27.54797,85.42602
10345,27.54797,86.48607
10346,27.54803,85.93097
10347,27.54809,85.00781
10348,27.54818,84.27153
10349,27.54819,83.92909
10350,27.54847,83.21600
10351,27.54853,84.39486
10352,27.54857,85.45393
10353,27.54863,85.89410
10354,27.54868,86.51069
10355,27.54872,84.64874
10356,27.54881,87.78238
10357,27.54885,86.67293
10358,27.54891,82.81510
10359,27.54897,83.75686
10360,27.54902,85.76498
10361,27.54904,85.36179
10362,27.54945,86.72710
10363,27.54948,83.27884
10364,27.54955,84.44083
10365,27.54956,83.31996
10366,27.54958,86.21343
10367,27.54966,84.95373
10368,27.54972,85.87432
10369,27.54974,87.02937
10370,27.55002,83.54512
10371,27.55008,84.13135
10372,27.55012,83.08549
10373,27.55023,83.29755
10374,27.55037,85.13168
10375,27.55042,84.63295
10376,27.55064,84.58819
10377,27.55068,84.49439
10378,27.55069,86.59135
10379,27.55081,87.82672
10380,27.55083,87.00971
10381,27.55085,83.34722
10382,27.55090,87.25865
10383,27.55095,88.01266
10384,27.55104,84.45489
10385,27.55107,83.73380
10386,27.55119,85.47937
10387,27.55131,82.98789
10388,27.55138,87.30848
10389,27.55141,82.76107
10390,27.55142,87.18883
10391,27.55144,84.24557
10392,27.55153,84.46486
10393,27.55169,85.63458
10394,27.55182,85.22201
10395,27.55183,83.45990
10396,27.55199,84.36359
10397,27.55202,84.50608
10398,27.55209,86.45172
10399,27.55212,87.06983
10400,27.55214,84.85052
10401,27.55219,84.52105
10402,27.55226,86.30615
10403,27.55235,83.97918
10404,27.55239,84.07091
10405,27.55242,84.29504
10406,27.55242,87.34926
10407,27.55246,84.73244
10408,27.55256,84.54126
10409,27.55263,86.01988
10410,27.55265,87.90808
10411,27.55268,85.53026
10412,27.55268,86.75065
10413,27.55269,87.43679
10414,27.55270,83.80792
10415,27.55271,87.15850
10416,27.55276,83.40735
10417,27.55299,86.18647
10418,27.55327,83.84574
10419,27.55327,83.86713
10420,27.55334,84.10795
10421,27.55345,86.07793
10422,27.55351,83.47355
10423,27.55352,83.75451
10424,27.55359,85.29583
10425,27.55379,87.99020
10426,27.55382,87.57730
10427,27.55386,83.73685
10428,27.55396,84.40597
10429,27.55398,87.68138
10430,27.55401,84.72006
10431,27.55401,84.88183
10432,27.55411,86.61139
10433,27.55416,83.27203
10434,27.55424,84.38462
10435,27.55427,85.27207
10436,27.55430,84.19694
10437,27.55436,85.58725
10438,27.55443,86.95354
10439,27.55449,84.90858
10440,27.55453,85.25226
10441,27.55491,84.08465
10442,27.55494,84.26801
10443,27.55498,84.98850
10444,27.55506,85.79308
10445,27.55508,86.31550
10446,27.55509,84.77694
10447,27.55511,84.70213
10448,27.55518,86.55283
10449,27.55542,82.89615
10450,27.55543,86.91446
10451,27.55545,84.23391
10452,27.55546,87.61085
10453,27.55547,87.73759
10454,27.55551,84.30827
10455,27.55558,86.28953
10456,27.55566,82.79952
10457,27.55576,86.46074
10458,27.55586,87.47280
10459,27.55587,87.76028
10460,27.55590,84.79560
10461,27.55595,83.20898
10462,27.55597,84.69557
10463,27.55598,83.05926
10464,27.55604,84.85516
10465,27.55609,83.79972
10466,27.55613,83.50146
10467,27.55620,85.01694
10468,27.55630,85.57224
10469,27.55633,84.67183
10470,27.55637,87.86631
10471,27.55645,84.14843
10472,27.55658,83.22513
10473,27.55660,86.34146
10474,27.55669,84.76112
10475,27.55674,83.96066
10476,27.55676,83.91896
10477,27.55677,87.49517
10478,27.55685,87.96525
10479,27.55701,84.57247
10480,27.55712,84.92351
10481,27.55717,85.19274
10482,27.55724,83.00941
10483,27.55726,83.59868
10484,27.55748,83.16094
10485,27.55753,83.76998
10486,27.55754,85.12221
10487,27.55758,86.64444
10488,27.55764,87.51894
10489,27.55766,83.14431
10490,27.55780,83.65976
10491,27.55787,87.55386
10492,27.55795,83.06889
10493,27.55811,84.64435
10494,27.55812,87.04176
10495,27.55816,84.71881
10496,27.55826,85.71949
10497,27.55827,86.15001
10498,27.55844,85.02396
10499,27.55845,85.02911
10500,27.55848,84.22106
10501,27.55851,85.30869
10502,27.55859,84.33955
10503,27.55865,82.86189
10504,27.55876,84.44620
10505,27.55876,84.93964
10506,27.55877,85.50532
10507,27.55878,83.78983
10508,27.55885,85.81347
10509,27.55887,83.24298
10510,27.55892,87.12142
10511,27.55894,84.62759
10512,27.55915,83.58781
10513,27.55941,85.14606
10514,27.55945,83.56456
10515,27.55959,84.83555
10516,27.55962,85.73346
10517,27.55964,84.42082
10518,27.55965,85.40700
10519,27.55971,85.56413
10520,27.55978,83.20189
10521,27.55984,83.71788
10522,27.55986,86.72142
10523,27.55989,86.41993
10524,27.55992,87.44935
10525,27.55999,86.88164
10526,27.56004,84.84635
10527,27.56017,87.88835
10528,27.56023,84.60182
10529,27.56027,87.59087
10530,27.56030,82.82537
10531,27.56035,86.37307
10532,27.56045,87.23673
10533,27.56052,84.00896
10534,27.56058,84.23763
10535,27.56062,85.05487
10536,27.56063,86.78523
10537,27.56071,84.28377
10538,27.56071,84.69583
10539,27.56079,87.65150
10540,27.56087,86.98576
10541,27.56100,84.65693
10542,27.56120,85.35543
10543,27.56121,87.15014
10544,27.56126,87.21129
10545,27.56134,83.30585
10546,27.56143,85.02845
10547,27.56145,84.31881
10548,27.56147,82.94867
10549,27.56149,84.81375
10550,27.56153,84.26991
10551,27.56158,84.37846
10552,27.56160,86.57034
10553,27.56172,83.78446
10554,27.56177,87.28304
10555,27.56185,82.87276
10556,27.56185,84.29251
10557,27.56198,87.69384
10558,27.56210,84.15603
10559,27.56222,84.86313
10560,27.56242,84.50588
10561,27.56247,82.99068
10562,27.56249,88.09327
10563,27.56252,84.73259
10564,27.56256,84.97663
10565,27.56257,84.13536
10566,27.56257,85.52399
10567,27.56262,84.04264
10568,27.56266,86.81546
10569,27.56274,83.92687
10570,27.56274,84.71661
10571,27.56275,84.27834
10572,27.56276,87.34283
10573,27.56280,83.40094
10574,27.56289,83.88349
10575,27.56298,86.22553
10576,27.56305,83.85958
10577,27.56309,83.75978
10578,27.56309,87.06672
10579,27.56316,84.67948
10580,27.56320,82.92284
10581,27.56321,85.78597
10582,27.56324,87.02008
10583,27.56328,87.63138
10584,27.56330,87.53061
10585,27.56346,87.44623
10586,27.56356,85.75651
10587,27.56361,84.43244
10588,27.56367,86.24313
10589,27.56370,84.25153
10590,27.56370,87.91950
10591,27.56378,83.93985
10592,27.56391,82.79408
10593,27.56397,82.73940
10594,27.56407,83.96253
10595,27.56409,87.66335
10596,27.56414,84.47532
10597,27.56419,85.70935
10598,27.56426,85.47745
10599,27.56430,85.85084
10600,27.56460,84.18281
10601,27.56462,86.61457
10602,27.56466,84.12971
10603,27.56473,83.19608
10604,27.56479,83.48077
10605,27.56495,83.69456
10606,27.56495,86.06364
10607,27.56496,85.68185
10608,27.56514,86.66904
10609,27.56518,85.44018
10610,27.56526,83.17236
10611,27.56526,83.68672
10612,27.56537,84.70910
10613,27.56539,83.26105
10614,27.56557,83.29656
10615,27.56568,85.09170
10616,27.56570,85.95643
10617,27.56575,87.46597
10618,27.56578,86.30443
10619,27.56582,88.00712
10620,27.56586,85.60880
10621,27.56609,85.04896
10622,27.56610,82.89295
10623,27.56618,87.87493
10624,27.56627,84.54667
10625,27.56629,86.11410
10626,27.56631,83.21827
10627,27.56634,87.79895
10628,27.56640,85.17847
10629,27.56646,84.36424
10630,27.56651,83.80585
10631,27.56651,83.98711
10632,27.56665,84.71677
10633,27.56670,86.76342
10634,27.56679,83.71510
10635,27.56687,85.83019
10636,27.56690,82.90332
10637,27.56691,86.45386
10638,27.56694,85.99622
10639,27.56705,85.89211
10640,27.56721,82.92684
10641,27.56723,84.94844
10642,27.56725,84.09535
10643,27.56727,86.69638
10644,27.56728,85.20399
10645,27.56734,84.66191
10646,27.56746,83.96569
10647,27.56746,87.98511
10648,27.56750,83.04350
10649,27.56750,87.57562
10650,27.56754,87.76058
10651,27.56758,82.79930
10652,27.56759,85.11262
10653,27.56761,87.61819
10654,27.56762,84.39214
10655,27.56765,86.64800
10656,27.56773,83.73704
10657,27.56775,84.62949
10658,27.56777,83.62048
10659,27.56785,86.92297
10660,27.56786,84.69152
10661,27.56820,83.64566
10662,27.56821,84.90727
10663,27.56841,85.64419
10664,27.56844,84.15398
10665,27.56845,84.95351
10666,27.56848,84.57717
10667,27.56857,87.09412
10668,27.56875,84.01470
10669,27.56876,83.33360
10670,27.56876,83.61541
10671,27.56878,86.20008
10672,27.56886,87.70479
10673,27.56887,85.77470
10674,27.56888,84.87813
10675,27.56897,82.99267
10676,27.56898,83.53528
10677,27.56912,87.07187
10678,27.56916,84.89361
10679,27.56917,87.14107
10680,27.56918,86.51996
10681,27.56920,83.38076
10682,27.56930,83.89465
10683,27.56948,83.79568
10684,27.56954,83.67006
10685,27.56961,83.17865
10686,27.56967,83.87432
10687,27.56982,84.94461
10688,27.56985,86.26702
10689,27.56990,85.32809
10690,27.56993,85.21551
10691,27.57001,87.17538
10692,27.57008,84.40908
10693,27.57019,88.06721
10694,27.57031,83.02486
10695,27.57031,83.96448
10696,27.57034,84.59401
10697,27.57035,88.02686
10698,27.57044,85.23206
10699,27.57046,84.75338
10700,27.57051,87.49909
10701,27.57054,83.95330
10702,27.57056,87.94935
10703,27.57058,87.36890
10704,27.57068,82.93317
10705,27.57068,84.83343
10706,27.57069,83.90722
10707,27.57072,86.39372
10708,27.57076,82.81047
10709,27.57084,85.25890
10710,27.57092,86.78527
10711,27.57100,85.28925
10712,27.57113,83.03189
10713,27.57132,83.70543
10714,27.57132,83.83493
10715,27.57133,84.97821
10716,27.57137,84.35895
10717,27.57141,85.19919
10718,27.57164,85.36100
10719,27.57167,85.15972
10720,27.57169,84.65543
10721,27.57173,87.40739
10722,27.57175,87.73919
10723,27.57187,84.22575
10724,27.57205,83.09967
10725,27.57205,84.21028
10726,27.57215,83.51800
10727,27.57216,84.45731
10728,27.57217,84.42672
10729,27.57227,83.59431
10730,27.57231,84.18689
10731,27.57240,82.77261
10732,27.57246,84.30223
10733,27.57248,85.00649
10734,27.57280,84.66852
10735,27.57283,83.07909
10736,27.57286,87.05288
10737,27.57288,84.02577
10738,27.57302,84.44574
10739,27.57304,85.57019
10740,27.57311,84.26619
10741,27.57314,84.60445
10742,27.57325,87.98234
10743,27.57328,85.50399
10744,27.57331,83.14209
10745,27.57335,83.27531
10746,27.57339,82.88551
10747,27.57348,85.93262
10748,27.57359,83.60775
10749,27.57362,87.66557
10750,27.57365,86.17877
10751,27.57375,86.02867
10752,27.57376,88.05048
10753,27.57377,83.47339
10754,27.57378,84.11841
10755,27.57378,87.91040
10756,27.57387,84.00546
10757,27.57389,87.67990
10758,27.57395,83.35044
10759,27.57399,88.08589
10760,27.57433,86.41448
10761,27.57435,84.46988
10762,27.57436,83.32913
10763,27.57448,83.00945
10764,27.57449,83.02427
10765,27.57465,87.98949
10766,27.57468,85.04066
10767,27.57492,86.83800
10768,27.57503,83.85899
10769,27.57505,86.72225
10770,27.57512,84.25084
10771,27.57536,82.96116
10772,27.57539,86.34046
10773,27.57552,83.36672
10774,27.57552,83.45550
10775,27.57558,87.86846
10776,27.57586,87.84154
10777,27.57610,85.62502
10778,27.57615,87.59639
10779,27.57622,87.15949
10780,27.57642,83.04430
10781,27.57643,84.28551
10782,27.57652,85.83744
10783,27.57656,87.02918
10784,27.57659,86.58837
10785,27.57671,85.96932
10786,27.57671,86.48314
10787,27.57681,87.43563
10788,27.57683,83.75559
10789,27.57690,87.12750
10790,27.57703,87.63865
10791,27.57714,83.56050
10792,27.57726,86.14771
10793,27.57728,86.55099
10794,27.57728,87.38494
10795,27.57739,87.71216
10796,27.57742,86.90229
10797,27.57745,84.57719
10798,27.57751,85.99827
10799,27.57765,84.53420
10800,27.57768,85.64930
10801,27.57773,83.33183
10802,27.57780,85.72109
10803,27.57782,85.27917
10804,27.57785,85.52939
10805,27.57786,84.79879
10806,27.57786,86.98044
10807,27.57793,84.48322
10808,27.57793,87.35527
10809,27.57808,84.38952
10810,27.57815,83.30768
10811,27.57825,85.47557
10812,27.57836,86.75991
10813,27.57854,87.99338
10814,27.57855,85.73087
10815,27.57865,84.70034
10816,27.57872,83.13444
10817,27.57880,87.23551
10818,27.57887,85.38504
10819,27.57895,84.96053
10820,27.57899,84.15087
10821,27.57901,82.74623
10822,27.57941,84.93080
10823,27.57942,84.56358
10824,27.57952,87.24884
10825,27.57959,84.33628
10826,27.57963,83.19677
10827,27.57969,86.94781
10828,27.57982,86.22913
10829,27.57986,85.23039
10830,27.58007,86.62227
10831,27.58011,87.51449
10832,27.58015,84.63588
10833,27.58015,87.34132
10834,27.58026,83.73292
10835,27.58026,86.68609
10836,27.58028,85.82243
10837,27.58040,84.10482
10838,27.58067,85.18930
10839,27.58069,83.05302
10840,27.58096,85.79997
10841,27.58100,83.72138
10842,27.58101,87.77143
10843,27.58108,85.20479
10844,27.58113,83.49615
10845,27.58114,86.86397
10846,27.58128,83.88297
10847,27.58130,85.42483
10848,27.58154,84.87018
10849,27.58155,83.95459
10850,27.58161,85.12325
10851,27.58173,86.30833
10852,27.58187,87.69890
10853,27.58204,83.18782
10854,27.58223,85.41132
10855,27.58238,84.82701
10856,27.58247,87.20987
10857,27.58251,83.95910
10858,27.58269,84.50093
10859,27.58275,85.95450
10860,27.58293,84.07583
10861,27.58296,82.97549
10862,27.58300,86.49249
10863,27.58325,82.88470
10864,27.58325,88.05004
10865,27.58350,84.77153
10866,27.58354,84.21384
10867,27.58354,84.24550
10868,27.58357,83.92583
10869,27.58364,85.45730
10870,27.58373,85.84949
10871,27.58393,85.86761
10872,27.58394,87.46429
10873,27.58399,83.69120
10874,27.58399,86.28878
10875,27.58407,84.41330
10876,27.58412,85.69715
10877,27.58418,86.66353
10878,27.58421,82.85150
10879,27.58424,87.11427
10880,27.58426,87.16174
10881,27.58431,83.96795
10882,27.58449,82.78481
10883,27.58459,83.28655
10884,27.58463,84.04015
10885,27.58465,86.81684
10886,27.58467,88.02762
10887,27.58470,85.29845
10888,27.58473,88.00499
10889,27.58474,83.98236
10890,27.58478,83.06799
10891,27.58481,84.18999
10892,27.58484,87.97215
10893,27.58488,86.78128
10894,27.58494,87.53330
10895,27.58502,87.17636
10896,27.58508,85.25227
10897,27.58517,86.07967
10898,27.58519,83.82352
10899,27.58537,86.21103
10900,27.58538,88.08955
10901,27.58545,84.73532
10902,27.58553,85.75010
10903,27.58555,85.44332
10904,27.58558,85.88283
10905,27.58570,83.94337
10906,27.58596,82.81830
10907,27.58601,86.92758
10908,27.58609,86.19600
10909,27.58613,85.02489
10910,27.58615,83.85699
10911,27.58617,84.59240
10912,27.58633,85.06509
10913,27.58634,86.16205
10914,27.58643,87.93922
10915,27.58650,85.64345
10916,27.58655,86.52968
10917,27.58658,84.91480
10918,27.58672,84.27052
10919,27.58688,84.21934
10920,27.58700,84.46777
10921,27.58700,86.73536
10922,27.58703,82.99651
10923,27.58708,84.22565
10924,27.58715,87.14760
10925,27.58726,85.55721
10926,27.58747,87.19360
10927,27.58776,84.71837
10928,27.58776,87.78042
10929,27.58777,85.33946
10930,27.58782,85.90785
10931,27.58786,88.07380
10932,27.58788,87.56708
10933,27.58794,87.31891
10934,27.58796,83.12100
10935,27.58803,82.83928
10936,27.58816,87.05764
10937,27.58817,84.37966
10938,27.58831,83.16014
10939,27.58836,83.32651
10940,27.58848,84.64478
10941,27.58850,83.77723
10942,27.58857,85.82936
10943,27.58866,84.81654
10944,27.58871,86.39051
10945,27.58880,86.32569
10946,27.58887,88.09970
10947,27.58893,83.58144
10948,27.58896,84.45358
10949,27.58897,86.89567
10950,27.58898,83.21386
10951,27.58917,87.72437
10952,27.58923,84.23731
10953,27.58923,87.70471
10954,27.58929,83.60381
10955,27.58938,87.08465
10956,27.58942,83.90586
10957,27.58943,84.57174
10958,27.58954,86.35826
10959,27.58964,83.33837
10960,27.58972,85.50439
10961,27.58973,87.01296
10962,27.58976,84.14370
10963,27.58977,88.05315
10964,27.58980,83.01944
10965,27.58982,86.24608
10966,27.58988,87.85093
10967,27.58991,85.65953
10968,27.58999,84.84548
10969,27.59013,87.99140
10970,27.59017,83.28377
10971,27.59032,87.63877
10972,27.59037,85.35682
10973,27.59039,84.99334
10974,27.59041,83.92028
10975,27.59045,84.94533
10976,27.59046,86.79176
10977,27.59047,83.75185
10978,27.59056,87.62113
10979,27.59063,87.59045
10980,27.59077,88.06050
10981,27.59078,87.03634
10982,27.59090,86.12949
10983,27.59096,83.35677
10984,27.59101,84.18475
10985,27.59101,87.65644
10986,27.59122,83.42915
10987,27.59136,84.44677
10988,27.59153,86.99790
10989,27.59157,86.74700
10990,27.59159,83.99890
10991,27.59161,84.30719
10992,27.59163,83.45968
10993,27.59168,83.24582
10994,27.59168,87.75450
10995,27.59188,85.16201
10996,27.59197,83.10125
10997,27.59202,84.26066
10998,27.59206,84.86960
10999,27.59212,83.38081
11000,27.59214,83.23436
11001,27.59239,87.46917
11002,27.59240,85.96386
11003,27.59240,87.90016
11004,27.59244,84.60927
11005,27.59245,86.55479
11006,27.59249,86.91390
11007,27.59255,86.86838
11008,27.59257,85.86286
11009,27.59272,84.70793
11010,27.59276,85.72193
11011,27.59280,85.39593
11012,27.59291,83.62368
11013,27.59302,87.68377
11014,27.59305,83.29941
11015,27.59307,87.36421
11016,27.59310,87.44263
11017,27.59314,84.42823
11018,27.59318,85.15091
11019,27.59331,83.48707
11020,27.59331,84.96095
11021,27.59332,84.97770
11022,27.59337,85.92756
11023,27.59338,85.26474
11024,27.59350,84.34357
11025,27.59353,85.94917
11026,27.59354,84.50455
11027,27.59367,87.13336
11028,27.59383,83.65609
11029,27.59384,83.52297
11030,27.59385,86.95077
11031,27.59415,85.43201
11032,27.59417,82.80544
11033,27.59419,84.66802
11034,27.59427,85.63300
11035,27.59442,85.21204
11036,27.59459,84.69000
11037,27.59463,83.94674
11038,27.59465,86.02184
11039,27.59468,83.09268
11040,27.59471,86.65065
11041,27.59474,84.54210
11042,27.59479,87.69911
11043,27.59481,86.98758
11044,27.59483,83.89043
11045,27.59485,86.57869
11046,27.59488,88.04093
11047,27.59494,83.96022
11048,27.59499,84.10234
11049,27.59505,85.18055
11050,27.59507,87.48997
11051,27.59509,87.41096
11052,27.59516,84.40399
11053,27.59516,87.16927
11054,27.59517,86.45699
11055,27.59522,86.22520
11056,27.59523,83.68094
11057,27.59524,87.22694
11058,27.59530,83.44612
11059,27.59531,83.03013
11060,27.59542,87.81746
11061,27.59558,84.37233
11062,27.59562,85.47847
11063,27.59565,84.44109
11064,27.59569,84.48498
11065,27.59574,82.88527
11066,27.59582,82.76498
11067,27.59585,84.28400
11068,27.59588,83.73230
11069,27.59594,83.21015
11070,27.59595,88.03768
11071,27.59607,86.70445
11072,27.59613,86.49654
11073,27.59642,84.77892
11074,27.59649,87.83693
11075,27.59651,83.87627
11076,27.59656,88.11748
11077,27.59663,85.41655
11078,27.59671,83.17290
11079,27.59676,84.02423
11080,27.59685,85.27921
11081,27.59688,85.36444
11082,27.59697,82.93343
11083,27.59697,83.71875
11084,27.59704,84.75323
11085,27.59706,85.10620
11086,27.59710,86.30366
11087,27.59715,84.63985
11088,27.59715,87.06753
11089,27.59718,84.32782
11090,27.59722,83.70467
11091,27.59722,86.52482
11092,27.59735,87.34926
11093,27.59742,83.20321
11094,27.59749,83.85835
11095,27.59750,85.04652
11096,27.59770,84.70003
11097,27.59781,83.79846
11098,27.59788,84.52355
11099,27.59792,85.33077
11100,27.59793,86.80310
11101,27.59799,84.22938
11102,27.59803,83.06721
11103,27.59815,82.90902
11104,27.59816,86.37242
11105,27.59824,85.81067
11106,27.59831,84.89214
11107,27.59838,83.14848
11108,27.59844,87.94943
11109,27.59854,86.77078
11110,27.59860,88.11110
11111,27.59862,87.38738
11112,27.59869,82.81732
11113,27.59886,85.13778
11114,27.59887,85.61628
11115,27.59898,87.27919
11116,27.59899,86.27941
11117,27.59901,83.46875
11118,27.59905,84.64645
11119,27.59912,85.53660
11120,27.59915,85.37562
11121,27.59930,84.11008
11122,27.59936,84.27186
11123,27.59940,83.71046
11124,27.59940,84.80029
11125,27.59949,84.61842
11126,27.59949,87.14472
11127,27.59959,85.44308
11128,27.59975,84.49462
11129,27.59975,87.74035
11130,27.59979,85.67369
11131,27.59979,85.91509
11132,27.59980,87.66953
11133,27.59985,88.07660
11134,27.60009,87.87719
11135,27.60027,87.92824
11136,27.60047,85.59255
11137,27.60050,87.11415
11138,27.60073,84.57240
11139,27.60078,83.32407
11140,27.60080,82.96187
11141,27.60090,84.12276
11142,27.60096,84.48058
11143,27.60116,86.41535
11144,27.60117,87.79210
11145,27.60134,85.78218
11146,27.60137,83.82139
11147,27.60142,82.74572
11148,27.60142,83.50623
11149,27.60153,86.92927
11150,27.60161,85.58342
11151,27.60170,86.96723
11152,27.60181,83.72682
11153,27.60184,83.77682
11154,27.60187,87.71957
11155,27.60204,87.95969
11156,27.60205,84.96037
11157,27.60205,86.54250
11158,27.60214,85.84229
11159,27.60219,84.92872
11160,27.60235,86.17720
11161,27.60238,82.75818
11162,27.60246,85.73927
11163,27.60247,85.64730
11164,27.60256,86.32492
11165,27.60270,83.04367
11166,27.60272,86.74403
11167,27.60280,84.14984
11168,27.60286,84.68798
11169,27.60287,86.19981
11170,27.60288,83.11088
11171,27.60309,87.13838
11172,27.60332,85.89361
11173,27.60338,83.89498
11174,27.60338,85.34642
11175,27.60359,86.14124
11176,27.60361,83.33407
11177,27.60370,87.20172
11178,27.60385,85.98729
11179,27.60388,85.87521
11180,27.60389,86.58870
11181,27.60390,85.22966
11182,27.60408,86.10604
11183,27.60429,82.94097
11184,27.60460,84.05015
11185,27.60485,83.63545
11186,27.60489,83.29210
11187,27.60491,87.54190
11188,27.60497,84.46608
11189,27.60500,84.09337
11190,27.60517,83.76758
11191,27.60517,86.38594
11192,27.60522,84.18269
11193,27.60524,88.01517
11194,27.60536,85.24605
11195,27.60539,84.13700
11196,27.60540,83.95052
11197,27.60540,85.39519
11198,27.60543,83.59723
11199,27.60550,85.97235
11200,27.60558,84.25517
11201,27.60562,87.86993
11202,27.60563,85.35033
11203,27.60565,83.55587
11204,27.60570,87.85062
11205,27.60572,83.36093
11206,27.60576,87.60864
11207,27.60602,84.51413
11208,27.60605,87.17247
11209,27.60616,84.07152
11210,27.60624,84.62894
11211,27.60624,86.25603
11212,27.60631,84.54974
11213,27.60632,84.21858
11214,27.60632,87.49733
11215,27.60633,85.11733
11216,27.60652,83.52351
11217,27.60670,87.62598
11218,27.60674,82.79123
11219,27.60682,84.53873
11220,27.60685,86.48058
11221,27.60688,83.07906
11222,27.60693,88.06803
11223,27.60694,83.49301
11224,27.60695,82.88810
11225,27.60699,85.01297
11226,27.60716,87.99952
11227,27.60723,83.61225
11228,27.60723,86.23468
11229,27.60735,84.60991
11230,27.60740,85.53067
11231,27.60742,86.53296
11232,27.60749,84.10933
11233,27.60750,85.41732
11234,27.60762,83.28382
11235,27.60764,84.40441
11236,27.60772,84.01382
11237,27.60780,85.50231
11238,27.60790,86.51868
11239,27.60793,83.66813
11240,27.60829,86.80064
11241,27.60841,86.88427
11242,27.60842,82.96059
11243,27.60874,83.86042
11244,27.60879,87.76206
11245,27.60881,84.50545
11246,27.60882,84.57318
11247,27.60889,84.99466
11248,27.60894,85.69664
11249,27.60898,86.07461
11250,27.60908,87.22833
11251,27.60915,84.45202
11252,27.60920,84.47821
11253,27.60947,84.95268
11254,27.60951,85.93225
11255,27.60952,87.42967
11256,27.60953,84.37154
11257,27.60957,87.77368
11258,27.60968,85.65321
11259,27.60969,84.06068
11260,27.60969,86.33188
11261,27.60974,84.85502
11262,27.60979,87.57582
11263,27.60982,84.77850
11264,27.60987,87.94676
11265,27.61003,87.59943
11266,27.61007,87.04306
11267,27.61011,84.28651
11268,27.61026,85.16853
11269,27.61028,87.74556
11270,27.61030,84.59386
11271,27.61037,85.15238
11272,27.61043,86.55919
11273,27.61049,85.07313
11274,27.61052,84.67039
11275,27.61053,83.08071
11276,27.61055,82.87785
11277,27.61056,84.13307
11278,27.61058,85.57917
11279,27.61060,83.53551
11280,27.61066,85.66916
11281,27.61071,87.71284
11282,27.61074,86.92237
11283,27.61078,86.08362
11284,27.61079,87.44886
11285,27.61082,82.98075
11286,27.61088,88.09639
11287,27.61091,87.46731
11288,27.61104,84.55242
11289,27.61134,83.19168
11290,27.61139,86.66852
11291,27.61169,85.46444
11292,27.61189,84.91207
11293,27.61193,87.51858
11294,27.61197,85.87965
11295,27.61204,85.38165
11296,27.61222,83.92801
11297,27.61229,86.29850
11298,27.61231,84.87952
11299,27.61244,87.41349
11300,27.61256,83.26506
11301,27.61256,86.70948
11302,27.61264,84.42760
11303,27.61264,87.36912
11304,27.61264,87.66081
11305,27.61270,86.94421
11306,27.61299,87.86453
11307,27.61302,84.32377
11308,27.61326,82.99621
11309,27.61326,83.40976
11310,27.61330,85.96824
11311,27.61349,86.21406
11312,27.61357,85.85710
11313,27.61357,87.34705
11314,27.61359,85.21188
11315,27.61359,85.81732
11316,27.61362,84.35039
11317,27.61364,85.34671
11318,27.61367,83.83517
11319,27.61369,86.31015
11320,27.61373,83.65083
11321,27.61378,84.55529
11322,27.61380,88.02398
11323,27.61388,84.24174
11324,27.61388,85.18954
11325,27.61389,87.87416
11326,27.61394,83.85990
11327,27.61398,85.12894
11328,27.61398,87.11917
11329,27.61399,85.72080
11330,27.61400,86.74507
11331,27.61407,83.23057
11332,27.61408,82.73383
11333,27.61414,85.43119
11334,27.61424,82.86753
11335,27.61432,84.92979
11336,27.61439,87.95446
11337,27.61444,87.91326
11338,27.61451,87.09401
11339,27.61454,83.30969
11340,27.61468,83.88797
11341,27.61477,82.94147
11342,27.61502,82.74461
11343,27.61504,83.99604
11344,27.61512,84.64511
11345,27.61513,84.39958
11346,27.61527,87.63516
11347,27.61534,83.09867
11348,27.61541,87.70455
11349,27.61543,85.76047
11350,27.61544,83.21823
11351,27.61544,86.60771
11352,27.61549,85.05434
11353,27.61567,83.50841
11354,27.61581,84.14128
11355,27.61583,83.49961
11356,27.61597,86.50510
11357,27.61598,86.62981
11358,27.61634,86.97531
11359,27.61638,85.33023
11360,27.61640,83.68459
11361,27.61640,86.83636
11362,27.61641,83.39834
11363,27.61645,83.28818
11364,27.61647,84.11327
11365,27.61661,87.47854
11366,27.61663,86.80581
11367,27.61674,83.12492
11368,27.61675,86.90585
11369,27.61693,86.58657
11370,27.61705,87.93839
11371,27.61717,85.53625
11372,27.61729,84.25882
11373,27.61733,88.04043
11374,27.61739,86.33757
11375,27.61739,87.49232
11376,27.61746,85.08812
11377,27.61747,85.14787
11378,27.61771,84.21688
11379,27.61773,86.12701
11380,27.61782,84.49699
11381,27.61792,83.80245
11382,27.61796,85.98852
11383,27.61809,85.77513
11384,27.61809,86.77500
11385,27.61832,86.73338
