site_id,lon,lat
635,26.54837,87.91560
636,26.54856,86.73126
637,26.54887,88.02307
638,26.54920,87.62648
639,26.54944,87.47465
640,26.54961,88.04915
641,26.54975,87.37237
642,26.55042,86.64524
643,26.55061,87.22081
644,26.55069,87.52637
645,26.55086,87.74075
646,26.55088,87.31383
647,26.55092,87.20020
648,26.55102,87.82672
649,26.55129,87.00367
650,26.55189,86.85848
651,26.55259,87.02054
652,26.55270,87.09507
653,26.55337,86.85190
654,26.55362,86.76982
655,26.55388,87.48323
656,26.55392,86.79915
657,26.55412,86.50791
658,26.55427,87.13475
659,26.55429,86.81246
660,26.55433,86.62076
661,26.55433,87.78929
662,26.55441,87.23998
663,26.55454,87.87999
664,26.55470,87.40161
665,26.55519,87.08669
666,26.55524,88.10601
667,26.55535,88.06293
668,26.55553,86.66321
669,26.55558,86.75444
670,26.55575,88.11418
671,26.55593,87.18454
672,26.55598,86.99648
673,26.55620,86.86274
674,26.55632,87.77730
675,26.55648,86.91628
676,26.55656,87.63732
677,26.55673,87.95716
678,26.55676,87.35941
679,26.55694,87.41081
680,26.55727,87.56517
681,26.55735,87.54677
682,26.55752,86.68661
683,26.55755,87.67238
684,26.55762,87.06751
685,26.55765,86.56080
686,26.55785,87.66282
687,26.55821,86.60530
688,26.55874,86.97062
689,26.55923,87.93004
690,26.55932,86.48819
691,26.55947,86.63869
692,26.55947,86.65795
693,26.55954,87.80772
694,26.55967,87.94767
695,26.56051,87.89631
696,26.56058,87.61629
697,26.56068,87.82638
698,26.56077,87.72333
699,26.56097,86.92975
700,26.56114,87.90545
701,26.56131,87.78875
702,26.56142,87.15702
703,26.56152,86.83450
704,26.56177,87.49532
705,26.56215,87.87420
706,26.56231,86.87531
707,26.56262,87.17416
708,26.56276,86.62347
709,26.56295,87.28678
710,26.56308,87.39746
711,26.56330,87.98067
712,26.56354,86.95339
713,26.56361,87.26829
714,26.56403,86.96821
715,26.56431,86.70148
716,26.56458,86.45337
717,26.56459,87.91372
718,26.56499,87.61058
719,26.56550,86.47992
720,26.56559,85.86195
721,26.56559,86.52827
722,26.56574,87.73462
723,26.56589,87.62427
724,26.56605,87.09577
725,26.56610,86.54007
726,26.56624,87.25319
727,26.56660,87.84618
728,26.56711,87.77865
729,26.56715,87.42618
730,26.56740,88.08972
731,26.56746,87.45673
732,26.56752,87.65674
733,26.56778,87.06060
734,26.56781,86.41578
735,26.56783,86.67123
736,26.56795,86.62441
737,26.56847,87.10922
738,26.56882,86.51794
739,26.56882,88.13221
740,26.56932,86.22565
741,26.56965,87.32044
742,26.57037,86.84467
743,26.57039,85.84890
744,26.57062,87.50326
745,26.57106,88.10364
746,26.57120,87.76248
747,26.57121,86.88537
748,26.57137,86.56822
749,26.57151,86.80246
750,26.57154,87.65046
751,26.57164,86.91107
752,26.57191,87.85853
753,26.57199,87.30075
754,26.57237,86.72220
755,26.57269,87.24620
756,26.57275,87.48674
757,26.57290,87.44084
758,26.57294,87.30692
759,26.57295,86.77173
760,26.57323,86.49772
761,26.57330,88.03362
762,26.57363,86.91823
763,26.57372,87.22031
764,26.57374,87.37798
765,26.57397,87.16159
766,26.57424,88.06772
767,26.57430,85.86303
768,26.57436,87.07744
769,26.57470,87.18918
770,26.57472,86.71038
771,26.57484,87.40744
772,26.57486,86.83329
773,26.57510,86.58476
774,26.57580,87.74562
775,26.57589,87.87492
776,26.57592,88.04277
777,26.57599,87.67164
778,26.57610,87.60370
779,26.57630,87.39289
780,26.57645,86.65896
781,26.57652,87.82769
782,26.57658,87.55484
783,26.57658,87.62797
784,26.57662,87.25735
785,26.57673,86.76501
786,26.57677,86.80971
787,26.57680,86.38883
788,26.57680,87.84665
789,26.57688,86.56235
790,26.57696,87.69881
791,26.57703,87.52653
792,26.57742,86.44612
793,26.57768,86.89064
794,26.57770,87.92973
795,26.57820,86.52408
796,26.57828,87.66684
797,26.57842,87.84243
798,26.57843,87.95931
799,26.57852,87.14098
800,26.57892,87.40039
801,26.57911,87.34651
802,26.57917,86.81499
803,26.57929,87.77076
804,26.57938,86.61585
805,26.57948,87.15387
806,26.57955,87.97606
807,26.57976,86.95923
808,26.57991,86.90290
809,26.57998,86.93850
810,26.58000,87.04509
811,26.58016,87.47907
812,26.58027,87.58941
813,26.58038,86.47506
814,26.58053,86.67271
815,26.58061,86.82812
816,26.58076,86.57592
817,26.58087,86.98354
818,26.58090,87.61207
819,26.58133,86.78465
820,26.58134,87.73465
821,26.58172,87.41954
822,26.58189,86.77465
823,26.58286,86.74778
824,26.58300,87.84113
825,26.58307,86.80677
826,26.58316,87.47007
827,26.58331,88.01626
828,26.58363,87.05272
829,26.58367,87.89682
830,26.58379,86.60663
831,26.58387,87.10637
832,26.58409,88.09281
833,26.58413,87.83072
834,26.58448,86.65457
835,26.58448,87.56761
836,26.58469,86.47958
837,26.58493,87.70750
838,26.58494,87.02214
839,26.58510,86.53912
840,26.58511,86.52363
841,26.58546,87.63617
842,26.58578,87.66490
843,26.58581,87.99101
844,26.58643,85.88224
845,26.58673,87.26822
846,26.58705,86.21493
847,26.58715,86.51350
848,26.58720,86.63954
849,26.58738,87.78285
850,26.58744,86.95794
851,26.58747,87.15814
852,26.58783,87.87681
853,26.58804,87.72074
854,26.58808,87.68330
855,26.58811,87.97025
856,26.58817,86.85288
857,26.58821,87.58101
858,26.58829,88.10394
859,26.58845,87.84706
860,26.58852,86.95381
861,26.58860,88.12331
862,26.58862,87.47507
863,26.58869,87.85503
864,26.58883,88.04600
865,26.58894,86.35877
866,26.58903,87.43405
867,26.58925,87.65342
868,26.58939,87.51040
869,26.58944,86.17155
870,26.58954,88.06908
871,26.58961,87.47274
872,26.58962,87.95392
873,26.58981,86.42284
874,26.59034,86.55855
875,26.59035,85.85272
876,26.59038,87.05668
877,26.59056,86.91022
878,26.59066,87.21875
879,26.59075,87.45049
880,26.59087,86.80904
881,26.59090,87.09814
882,26.59101,86.76960
883,26.59133,88.02212
884,26.59137,86.74883
885,26.59140,87.81138
886,26.59147,87.77023
887,26.59163,87.76436
888,26.59186,87.28345
889,26.59198,87.26343
890,26.59204,87.60277
891,26.59222,87.52313
892,26.59271,87.58696
893,26.59296,85.86367
894,26.59348,86.97336
895,26.59369,87.92778
896,26.59372,86.84028
897,26.59405,87.67389
898,26.59409,87.20361
899,26.59441,86.69585
900,26.59444,88.09343
901,26.59447,86.88947
902,26.59469,86.13444
903,26.59486,86.53625
904,26.59498,87.39061
905,26.59504,87.04567
906,26.59505,87.74420
907,26.59506,86.41447
908,26.59520,87.64768
909,26.59559,87.67813
910,26.59587,88.01503
911,26.59646,87.34582
912,26.59663,86.75736
913,26.59689,87.28408
914,26.59690,87.73391
915,26.59697,87.93927
916,26.59701,87.12496
917,26.59708,86.81376
918,26.59728,86.54124
919,26.59728,87.30499
920,26.59744,86.37861
921,26.59759,87.53598
922,26.59781,86.62738
923,26.59806,86.46348
924,26.59848,86.79709
925,26.59850,86.32764
926,26.59862,87.85337
927,26.59880,87.59137
928,26.59899,86.52138
929,26.59908,88.07434
930,26.59920,86.96883
931,26.59932,87.74031
932,26.59983,86.12364
933,26.60007,86.24880
934,26.60012,85.81241
935,26.60017,87.73556
936,26.60039,86.73830
937,26.60049,87.16726
938,26.60050,86.92791
939,26.60077,85.84107
940,26.60077,87.62103
941,26.60078,87.33333
942,26.60080,87.58703
943,26.60095,86.87062
944,26.60100,87.84278
945,26.60118,87.32054
946,26.60162,87.79299
947,26.60178,86.58204
948,26.60199,87.89520
949,26.60218,87.86208
950,26.60221,86.22656
951,26.60225,87.88240
952,26.60229,88.03809
953,26.60231,86.89279
954,26.60233,86.35198
955,26.60258,86.20578
956,26.60258,87.60669
957,26.60282,87.69207
958,26.60301,85.87869
959,26.60301,88.07960
960,26.60308,87.98526
961,26.60313,87.95068
962,26.60321,86.31891
963,26.60321,87.18852
964,26.60324,87.44517
965,26.60330,86.73819
966,26.60342,86.85777
967,26.60343,87.48188
968,26.60376,87.08107
969,26.60384,86.80261
970,26.60384,87.66672
971,26.60387,88.05972
972,26.60414,87.91893
973,26.60447,86.44689
974,26.60460,87.65412
975,26.60488,86.66188
976,26.60492,87.25343
977,26.60497,85.87443
978,26.60523,86.87303
979,26.60564,87.56019
980,26.60566,87.75732
981,26.60591,86.68955
982,26.60613,86.18465
983,26.60627,86.41184
984,26.60653,87.11737
985,26.60666,87.29213
986,26.60721,87.41751
987,26.60736,87.97262
988,26.60737,87.00853
989,26.60753,87.09082
990,26.60772,88.02204
991,26.60788,87.64345
992,26.60817,86.73548
993,26.60834,86.67594
994,26.60835,86.76045
995,26.60851,87.67630
996,26.60858,86.91120
997,26.60879,85.82989
998,26.60886,86.54082
999,26.60887,85.93302
1000,26.60887,86.77410
1001,26.60944,86.92785
1002,26.60949,87.36250
1003,26.60956,87.60603
1004,26.60957,86.89876
1005,26.60983,87.00364
1006,26.60998,86.73098
1007,26.61008,86.52488
1008,26.61038,87.90987
1009,26.61057,86.80975
1010,26.61057,87.42993
1011,26.61081,87.65485
1012,26.61084,87.40244
1013,26.61088,87.63277
1014,26.61118,86.55986
1015,26.61130,87.59657
1016,26.61146,87.39067
1017,26.61148,87.66543
1018,26.61160,87.52655
1019,26.61164,87.27933
1020,26.61169,88.04695
1021,26.61170,87.82599
1022,26.61203,86.76573
1023,26.61233,86.40092
1024,26.61258,86.79794
1025,26.61288,86.36577
1026,26.61301,86.64196
1027,26.61329,88.09218
1028,26.61338,87.30367
1029,26.61341,87.55180
1030,26.61355,86.25673
1031,26.61361,86.15904
1032,26.61390,87.61600
1033,26.61394,86.72071
1034,26.61396,87.12377
1035,26.61403,86.48945
1036,26.61406,87.29775
1037,26.61412,86.83947
1038,26.61415,87.49111
1039,26.61431,87.41223
1040,26.61434,86.98136
1041,26.61438,86.95402
1042,26.61442,86.99359
1043,26.61455,87.46480
1044,26.61459,87.77840
1045,26.61462,87.69167
1046,26.61471,87.76465
1047,26.61502,86.27903
1048,26.61518,86.21773
1049,26.61529,87.31401
1050,26.61531,87.03364
1051,26.61538,86.15025
1052,26.61560,87.15030
1053,26.61608,87.84447
1054,26.61642,86.88141
1055,26.61665,86.11913
1056,26.61668,86.22903
1057,26.61674,87.81654
1058,26.61683,85.87170
1059,26.61684,87.74921
1060,26.61718,87.72759
1061,26.61725,87.26436
1062,26.61753,86.78249
1063,26.61761,86.70757
1064,26.61791,87.83938
1065,26.61792,87.51325
1066,26.61797,87.15213
1067,26.61801,86.74665
1068,26.61821,87.85955
1069,26.61830,87.74351
1070,26.61840,86.22315
1071,26.61846,88.03423
1072,26.61877,87.83400
1073,26.61878,86.51415
1074,26.61883,86.63956
1075,26.61900,86.61807
1076,26.61920,87.53278
1077,26.61921,86.26478
1078,26.61925,87.60199
1079,26.61931,87.07599
1080,26.61931,87.22252
1081,26.61947,85.85775
1082,26.61971,88.13058
1083,26.61987,86.87070
1084,26.62007,85.80042
1085,26.62009,86.50736
1086,26.62049,87.04249
1087,26.62050,87.20939
1088,26.62108,86.97506
1089,26.62110,86.53554
1090,26.62117,86.85366
1091,26.62139,86.74080
1092,26.62139,87.67718
1093,26.62191,87.73603
1094,26.62192,86.30282
1095,26.62198,86.38310
1096,26.62199,87.44676
1097,26.62199,87.50315
1098,26.62204,86.35208
1099,26.62224,87.88301
1100,26.62231,86.94531
1101,26.62241,87.25152
1102,26.62245,88.10324
1103,26.62265,85.81736
1104,26.62284,86.69931
1105,26.62285,86.60966
1106,26.62286,87.38167
1107,26.62287,85.78743
1108,26.62328,87.89545
1109,26.62334,87.80281
1110,26.62337,86.13867
1111,26.62354,87.23671
1112,26.62381,86.57365
1113,26.62382,87.78454
1114,26.62385,87.10937
1115,26.62388,86.68439
1116,26.62388,87.11690
1117,26.62404,86.81248
1118,26.62411,87.30281
1119,26.62421,87.70568
1120,26.62440,87.94288
1121,26.62448,87.91118
1122,26.62468,87.47534
1123,26.62468,87.85649
1124,26.62475,86.37270
1125,26.62498,87.19598
1126,26.62531,87.39880
1127,26.62534,86.56635
1128,26.62554,88.14687
1129,26.62582,87.06077
1130,26.62585,86.68146
1131,26.62594,86.23043
1132,26.62602,87.37642
1133,26.62604,87.87931
1134,26.62640,85.92463
1135,26.62648,86.25850
1136,26.62651,85.89386
1137,26.62663,86.72372
1138,26.62668,86.43386
1139,26.62682,87.66341
1140,26.62709,86.32059
1141,26.62717,87.53434
1142,26.62725,87.69105
1143,26.62727,86.41404
1144,26.62731,87.50303
1145,26.62731,87.72169
1146,26.62733,86.67263
1147,26.62760,87.13893
1148,26.62775,86.19591
1149,26.62795,86.55706
